Activity Totals Data Participant ID,Activity Totals Data Entry Date,Activity Totals Data Stddev La,Activity Totals Data Total La,Activity Totals Data Avg Actual LA,Activity Totals Data Avg Normalized La,Activity Totals Data Average Actual LA,Activity Totals Data Average Actual RA,Activity Totals Data Count,Activity Totals Data La Avg Normalized,Activity Totals Data Total La
1383,2020-01-13,99.37663390184966,42081.770000000004,268.0367515923567,669.5139917444587,268.036752,267.241871,1,669.513992,42081.77
1383,2019-08-19,97.70792368645814,40146.10999999999,255.70770700636953,638.7179616996182,255.707707,234.595677,1,638.717962,40146.11
1383,2019-09-16,112.60130056368364,43232.79,275.3680891719745,687.8265293296814,275.368089,250.265127,1,687.826529,43232.79
1383,2020-02-14,103.6750258949008,42841.42,272.8752866242039,681.599897442548,272.875287,249.940063,1,681.599897,42841.42
1383,2019-10-12,98.59987823934001,39771.920000000006,253.3243312101911,632.7646607673886,253.324331,238.791161,1,632.764661,39771.92
1383,2019-12-14,93.82475903814768,38031.56999999999,240.70613924050633,601.2463856650634,240.706139,250.937643,1,601.246386,38031.57
1383,2019-05-19,97.43839152828384,37529.98,236.03761006289307,589.5851280699371,236.03761,222.726903,1,589.585128,37529.98
1383,2021-04-21,102.94903724200539,36320.06,221.46378048780488,553.1819753087806,221.46378,203.422544,1,553.181975,36320.06
1383,2020-08-21,91.21674519712677,30683.95,183.7362275449102,458.9444335556887,183.736228,198.187683,1,458.944434,30683.95
1383,2021-10-12,85.75612660171551,28835.649999999994,172.6685628742515,431.2991337640719,172.668563,187.413727,1,431.299134,28835.65
1383,2020-10-29,102.8802225266666,34648.41,206.2405357142857,515.1566846907143,206.240536,211.527725,1,515.156685,34648.41
1383,2020-11-22,97.15340181251105,31401.529999999995,186.91386904761902,466.8816863173809,186.913869,177.900857,1,466.881686,31401.53
1383,2021-06-27,92.65069824238685,30537.999999999996,181.77380952380958,454.0426194761906,181.77381,187.921037,1,454.042619,30538
1383,2020-09-21,97.6586788522322,32091.110000000004,189.88822485207103,474.3111631173966,189.888225,194.329535,1,474.311163,32091.11
1383,2021-05-21,104.95150916984825,34469.14,203.95940828402365,509.4587842257988,203.959408,197.234128,1,509.458784,34469.14
1383,2021-11-23,93.85487706875672,31260.239999999998,184.97183431952666,462.03078652402377,184.971834,180.711018,1,462.030787,31260.24
1383,2021-03-14,101.11499033812451,33267.729999999996,195.69252941176464,488.8094104359999,195.692529,204.684398,1,488.80941,33267.73
1383,2021-01-12,101.32521929701845,32881.71,191.1727325581395,477.5196629839534,191.172733,161.751868,1,477.519663,32881.71
1383,2020-07-17,97.13195193244547,31174.84999999999,178.14199999999997,444.9709258479999,178.142,207.809884,1,444.970926,31174.85
1383,2020-03-17,110.15124982342388,36037.8,204.76022727272726,511.4591051318182,204.760227,213.98538,1,511.459105,36037.8
1383,2021-08-26,97.31276282716168,30195.690000000002,169.63870786516856,423.7310286087641,169.638708,163.598686,1,423.731029,30195.69
1376,2022-05-07,7.6136164217149,359.02,7.326938775510203,18.301550058775508,7.326939,0.136364,1,18.30155,359.02
1376,2020-11-21,38.50730138602306,5011.2,102.26938775510204,255.45297658775513,102.269388,47.686042,1,255.452977,5011.2
1376,2020-08-15,60.79390711418203,6824.340000000003,121.8632142857143,304.3952986242858,121.863214,68.83283,1,304.395299,6824.34
1376,2019-05-10,90.66032759041126,25618.5,248.7233009708738,621.2720049902913,248.723301,170.432642,1,621.272005,25618.5
1376,2020-12-26,41.564440405102545,10453.169999999998,100.51125,251.06142274500002,100.51125,64.649271,1,251.061423,10453.17
1376,2019-07-09,98.86439324615752,26944.33999999999,251.816261682243,628.9977383454207,251.816262,156.30036,1,628.997738,26944.34
1376,2019-12-08,68.55643520550778,17974.570000000003,164.90431192660552,411.9052461200001,164.904312,86.271019,1,411.905246,17974.57
1376,2019-09-21,94.90337731471436,25659.950000000004,235.41238532110088,588.0234141999999,235.412385,131.157103,1,588.023414,25659.95
1376,2021-09-30,18.233249981575003,2188.96,19.544285714285703,48.81857680571426,19.544286,7.577748,1,48.818577,2188.96
1376,2021-11-09,15.378985041822268,2139.9700000000003,18.29034188034188,45.68642072376069,18.290342,4.462235,1,45.686421,2139.97
1376,2021-06-08,34.05839479069086,5509.450000000001,46.29789915966387,115.64492962857145,46.297899,17.524636,1,115.64493,5509.45
1376,2021-08-21,22.596022450594372,2618.4299999999994,21.288048780487802,53.17422491804878,21.288049,11.203391,1,53.174225,2618.43
1376,2019-08-17,90.16934103209572,36831.30000000001,233.10949367088605,582.2711501088608,233.109494,141.331529,1,582.27115,36831.3
1376,2019-04-05,88.70158969117878,33713.22000000001,209.39888198757774,523.0457409793792,209.398882,145.121765,1,523.045741,33713.22
1376,2020-01-13,71.21802105106576,25772.400000000005,157.14878048780488,392.5331384487805,157.14878,87.297434,1,392.533138,25772.4
1376,2021-05-04,33.90305554408707,9727.299999999997,58.24730538922155,145.49268228263472,58.247305,29.164634,1,145.492682,9727.3
1376,2020-07-12,64.34757218012895,23086.170000000002,137.41767857142855,343.2479239135714,137.417679,74.617561,1,343.247924,23086.17
1376,2021-07-18,24.474210343944176,6358.44,37.40258823529412,93.42583060800001,37.402588,14.976566,1,93.425831,6358.44
1376,2021-01-27,39.28242186882158,10773.650000000001,60.86807909604521,152.03896616158195,60.868079,37.410899,1,152.038966,10773.65
1365,2019-09-13,34.25367237841873,9819.45,67.72034482758622,169.15485700551727,67.720345,13.087122,1,169.154857,9819.45
1365,2019-04-19,52.36737522255416,13980.279999999999,92.58463576158941,231.26197692927155,92.584636,29.064514,1,231.261977,13980.28
1365,2019-05-25,44.598960950897975,12925.94,82.33082802547773,205.6495647984714,82.330828,30.297639,1,205.649565,12925.94
1365,2019-07-26,32.016605279629545,9273.099999999999,56.54329268292683,141.2363243682927,56.543293,20.247682,1,141.236324,9273.1
1364,2020-03-07,19.796157447981553,4195.870000000001,35.86213675213676,89.5780231135043,35.862137,50.62713,1,89.578023,4195.87
1364,2019-07-14,51.06837721406385,19208.969999999998,123.13442307692308,307.5705798761539,123.134423,206.475063,1,307.57058,19208.97
1364,2019-08-22,34.98700167259333,13077.380000000003,83.82935897435897,209.3926613379487,83.829359,134.681083,1,209.392661,13077.38
1364,2019-05-10,60.526438662278785,24911.529999999995,157.66791139240502,393.82984646405055,157.667911,245.854167,1,393.829846,24911.53
1364,2020-01-28,24.07303885861824,7281.05,45.792767295597486,114.38318903270441,45.792767,79.56526,1,114.383189,7281.05
1364,2019-11-27,24.925403892716176,8751.68,55.04201257861635,137.48636086742138,55.042013,72.90327,1,137.486361,8751.68
1364,2019-06-09,47.7430301329271,19535.54,122.097125,304.97957109850006,122.097125,177.689363,1,304.979571,19535.54
1364,2019-09-23,54.853689820729095,16898.309999999998,104.95844720496896,262.16982760024854,104.958447,153.537372,1,262.169828,16898.31
1364,2019-12-24,25.526404197114644,8530.22,52.98273291925466,132.34260152596275,52.982733,82.340124,1,132.342602,8530.22
1364,2019-10-25,36.72706539521905,12142.89,70.19011560693642,175.3239591280925,70.190116,98.824207,1,175.323959,12142.89
1357,2020-02-09,123.3014006913297,31144.63,293.8172641509434,733.9096903558491,293.817264,264.641845,1,733.90969,31144.63
1357,2019-03-15,95.68774318796623,39590.5,262.18874172185434,654.9065753774836,262.188742,269.882733,1,654.906575,39590.5
1357,2019-06-13,97.60765333682029,40796.84000000001,266.6460130718954,666.0401438755556,266.646013,285.810261,1,666.040144,40796.84
1357,2019-05-12,104.31312463396307,41328.810000000005,266.6374838709676,666.0188392621933,266.637484,305.889933,1,666.018839,41328.81
1357,2019-04-14,104.7657429704428,41283.36000000001,264.6369230769231,661.0217504861539,264.636923,269.658903,1,661.02175,41283.36
1357,2019-07-15,102.70434034478464,41675.08999999999,265.4464331210191,663.0437802927388,265.446433,278.378039,1,663.04378,41675.09
1357,2019-09-13,115.69253446054354,45671.30000000001,289.0588607594937,722.0239409949369,289.058861,326.626968,1,722.023941,45671.3
1357,2019-08-16,115.95620008653303,47388.94,298.0436477987421,744.4665373922012,298.043648,345.4524,1,744.466537,47388.94
1357,2019-11-10,132.4811125128985,49914.93999999998,310.03068322981375,774.4082819214909,310.030683,326.304106,1,774.408282,49914.94
1357,2019-10-11,129.07174455915376,50496.13000000001,311.70450617283956,778.5892305167903,311.704506,355.035359,1,778.589231,50496.13
1357,2019-12-09,139.32949392244046,50183.170000000006,305.99493902439025,764.3276224724391,305.994939,306.201589,1,764.327622,50183.17
1357,2020-01-11,143.02970381098456,48229.88,294.0846341463414,734.577538894634,294.084634,289.269013,1,734.577539,48229.88
1357,2020-10-18,70.39690466521054,21237.649999999994,124.92735294117647,312.04903898000003,124.927353,164.02929,1,312.049039,21237.65
1357,2020-09-14,92.95623323461326,27561.749999999996,160.24273255813958,400.2613480639536,160.242733,189.93142,1,400.261348,27561.75
1357,2020-07-13,97.62605672187652,28511.230000000007,163.8576436781609,409.2908321156322,163.857644,217.834121,1,409.290832,28511.23
1357,2020-08-10,89.6150679777112,25743.129999999997,143.81636871508383,359.2308536967599,143.816369,199.727037,1,359.230854,25743.13
1357,2020-11-21,63.60553292973659,17956.259999999995,98.12163934426229,245.09254810622951,98.121639,141.333988,1,245.092548,17956.26
1357,2020-03-08,131.69681348597123,39918.42,213.46748663101602,533.2084806763636,213.467487,238.856627,1,533.208481,39918.42
1357,2021-05-14,40.08588699382717,10736.78,57.41593582887701,143.41605081454549,57.415936,95.319706,1,143.416051,10736.78
1357,2021-01-10,60.52462100520404,17744.289999999997,94.88925133689841,237.0185471163637,94.889251,117.763834,1,237.018547,17744.29
1357,2021-03-15,46.3454521827079,13173.410000000002,70.44604278074867,175.9632252836364,70.446043,96.23235,1,175.963225,13173.41
1357,2021-04-11,47.64994440052801,13666.000000000002,72.30687830687829,180.6113021375661,72.306878,100.127528,1,180.611302,13666
1357,2021-06-12,30.090026348689236,7035.550000000001,36.643489583333334,91.52972059479167,36.64349,82.554911,1,91.529721,7035.55
1354,2019-03-09,145.00553634671795,60522.700000000004,387.9660256410257,969.0786093512822,387.966026,345.585409,1,969.078609,60522.7
1354,2019-06-07,147.54324341982615,59521.850000000006,379.12006369426757,946.9827763783442,379.120064,427.118627,1,946.982776,59521.85
1354,2019-04-07,188.07793696357007,75640.19,481.7846496815287,1203.4228964991084,481.78465,509.650833,1,1203.422896,75640.19
1352,2019-12-08,28.73121636000692,7781.7699999999995,76.29186274509804,190.5651716066667,76.291863,79.708416,1,190.565172,7781.77
1352,2019-09-07,40.48687497826582,10775.259999999998,105.63980392156861,263.87175038666663,105.639804,99.778922,1,263.87175,10775.26
1352,2022-06-03,29.606333319053043,7493.99,63.508389830508456,158.63405048779657,63.50839,70.930615,1,158.63405,7493.99
1352,2023-10-02,39.828935806531476,7485.819999999999,63.439152542372874,158.46110654305085,63.439153,64.265987,1,158.461107,7485.82
1352,2022-04-30,28.76311956439587,6191.680000000002,45.86429629629629,114.56185731792591,45.864296,61.740625,1,114.561857,6191.68
1352,2023-07-16,33.78974324782656,7745.18,55.720719424460434,139.18166469007195,55.720719,60.813605,1,139.181665,7745.18
1352,2023-02-23,32.55598228863288,7938.460000000001,54.748,136.75196331200002,54.748,58.658696,1,136.751963,7938.46
1352,2020-02-14,36.16601726688025,12920.279999999999,87.89306122448978,219.54315562122449,87.893061,79.555166,1,219.543156,12920.28
1352,2023-08-18,32.89886047066648,7567.89,51.48224489795919,128.594616524898,51.482245,65.59551,1,128.594617,7567.89
1352,2022-01-19,28.719162444711493,7310.12,48.73413333333335,121.73026254186671,48.734133,57.382658,1,121.730263,7310.12
1352,2019-11-08,41.360803404863965,15560.050000000003,103.04668874172185,257.3945531933775,103.046689,93.912467,1,257.394553,15560.05
1352,2020-01-10,24.71992438906973,9270.029999999999,61.39092715231788,153.3449590418543,61.390927,74.298243,1,153.344959,9270.03
1352,2022-11-24,35.11433926093884,7495.34,49.31144736842106,123.17230294052634,49.311447,63.69858,1,123.172303,7495.34
1352,2019-03-09,63.89975952640386,24201.460000000003,159.22013157894742,397.7070503436844,159.220132,160.837333,1,397.70705,24201.46
1352,2020-10-11,39.423728880447236,12480.480000000003,81.57176470588233,203.75354303999995,81.571765,75.050183,1,203.753543,12480.48
1352,2019-08-10,37.66859808330737,14896.91,97.36542483660129,243.20364223555555,97.365425,105.538497,1,243.203642,14896.91
1352,2019-04-08,54.65343524139719,23055.820000000007,149.71311688311692,373.96001072779234,149.713117,157.285203,1,373.960011,23055.82
1352,2019-07-12,42.671595595982474,17087.14,110.95545454545454,277.1494164036364,110.955455,124.787748,1,277.149416,17087.14
1352,2021-04-26,26.59391968315221,8668.39,55.92509677419355,139.69216742683872,55.925097,52.720637,1,139.692167,8668.39
1352,2019-05-10,54.1624605355903,21542.10999999999,138.98135483870962,347.15374329574183,138.981355,147.607862,1,347.153743,21542.11
1352,2019-10-04,40.29174743879389,16902.73,109.04987096774194,272.38956589754844,109.049871,105.522483,1,272.389566,16902.73
1352,2019-06-10,64.07578196161526,22269.93999999999,143.67703225806451,358.88281296361293,143.677032,135.822759,1,358.882813,22269.94
1352,2021-05-26,35.05749095570277,9090.18,58.270384615384614,145.55033058923078,58.270385,64.008882,1,145.550331,9090.18
1352,2022-08-20,29.05258023837178,8290.429999999998,53.143782051282045,132.74487713410255,53.143782,67.179324,1,132.744877,8290.43
1352,2021-09-29,34.191155207728805,9048.39,57.63305732484077,143.95838644050957,57.633057,57.659308,1,143.958386,9048.39
1352,2021-06-29,28.326952288436026,7609.879999999999,48.47057324840764,121.07193056509554,48.470573,49.942073,1,121.071931,7609.88
1352,2020-11-13,29.46278372100683,8046.48,50.92708860759493,127.20792271594937,50.927089,61.461812,1,127.207923,8046.48
1352,2021-03-25,26.204016055249472,7040.710000000001,44.281194968553464,110.60751716503147,44.281195,51.560788,1,110.607517,7040.71
1352,2022-02-28,30.215224208188804,8408.5,52.883647798742146,132.09510235220128,52.883648,61.240446,1,132.095102,8408.5
1352,2021-12-16,33.944475440473475,8811.369999999999,55.417421383647806,138.42407349861637,55.417421,62.801722,1,138.424073,8811.37
1352,2021-07-28,35.58501496853077,9089.970000000001,56.45944099378883,141.02687592968948,56.459441,57.54461,1,141.026876,9089.97
1352,2023-04-19,35.39233087403548,9165.929999999998,56.93124223602485,142.20536183180127,56.931242,67.571733,1,142.205362,9165.93
1352,2021-08-28,33.895327530768405,8875.279999999999,54.785679012345675,136.84607960691358,54.785679,56.723806,1,136.84608,8875.28
1352,2021-11-10,30.945071823324685,7329.07,44.96361963190185,112.31210751582825,44.96362,52.572687,1,112.312108,7329.07
1352,2020-12-18,30.918270749453047,8840.74,54.23766871165644,135.47723536539877,54.237669,47.806235,1,135.477235,8840.74
1352,2023-01-04,33.419439413159076,10048.920000000002,61.27390243902439,153.05264956390243,61.273902,75.172387,1,153.05265,10048.92
1352,2022-10-05,30.1888250620205,8580.960000000001,52.00581818181819,129.9024209105455,52.005818,60.838993,1,129.902421,8580.96
1352,2022-03-30,31.410445173799435,7417.959999999998,44.95733333333332,112.29640532266663,44.957333,63.78551,1,112.296405,7417.96
1352,2020-09-09,35.83332575778122,10618.539999999997,64.35478787878789,160.74822077430306,64.354788,61.04716,1,160.748221,10618.54
1352,2021-01-18,28.85383609059387,8480.42,50.18,125.34181192000001,50.18,52.650647,1,125.341812,8480.42
1352,2020-03-14,41.54000950459075,11846.460000000001,69.68505882352942,174.06240607200002,69.685059,66.49506,1,174.062406,11846.46
1352,2022-07-16,25.75764871588513,6429.66,36.95206896551724,92.30050375310346,36.952069,52.514207,1,92.300504,6429.66
1342,2019-06-25,141.40579913244426,55496.509999999995,362.72228758169945,906.0236897022226,362.722288,391.187468,1,906.02369,55496.51
1342,2019-03-09,54.29606498460229,19853.040000000005,128.91584415584416,322.0116678296104,128.915844,137.6738,1,322.011668,19853.04
1342,2019-04-12,57.82347727110576,24579.299999999992,157.55961538461537,393.5593399307692,157.559615,159.026779,1,393.55934,24579.3
1342,2019-05-19,117.32553021563756,46425.25999999999,297.5978205128206,743.3529303810259,297.597821,289.49366,1,743.35293,46425.26
1341,2019-09-08,38.412668673270595,5344.209999999999,56.25484210526316,140.51581982357897,56.254842,191.423204,1,140.51582,5344.21
1341,2019-11-10,31.590635723021077,7371.220000000001,70.87711538461538,177.03997740076923,70.877115,138.594757,1,177.039977,7371.22
1341,2019-07-07,37.301326277026504,12394.75,83.74831081081084,209.190215668919,83.748311,169.513896,1,209.190216,12394.75
1341,2019-08-09,35.10934468023737,10038.64,67.82864864864862,169.4253830551351,67.828649,164.596887,1,169.425383,10038.64
1341,2019-12-15,20.433119414816087,7634.82,50.8988,127.13726218720001,50.8988,122.195364,1,127.137262,7634.82
1341,2019-10-07,28.97372718936671,10156.609999999999,67.71073333333335,169.13084899226672,67.710733,159.791548,1,169.130849,10156.61
1341,2019-03-09,51.32374681610693,20957.51,139.7167333333334,348.9906040562668,139.716733,172.437078,1,348.990604,20957.51
1341,2019-06-08,42.69673810140089,16357.470000000003,106.21733766233764,265.31433957584414,106.217338,255.177107,1,265.31434,16357.47
1341,2019-05-06,51.27808325401063,18536.999999999996,120.3701298701299,300.66580667532475,120.37013,154.800592,1,300.665807,18537
1340,2023-08-19,119.40988252555668,28374.71,260.3184403669724,650.2348543599999,260.31844,239.775315,1,650.234854,28374.71
1340,2019-05-06,112.46252857626061,45058.5,290.7,726.1232508,290.7,287.250065,1,726.123251,45058.5
1340,2019-04-06,89.40560001471329,35768.27,229.28378205128203,572.7151192941026,229.283782,204.483775,1,572.715119,35768.27
1340,2019-07-06,162.0381529848126,68556.83999999998,439.4669230769231,1097.719817006154,439.466923,427.324295,1,1097.719817,68556.84
1340,2019-06-07,142.44676181438646,56046.06999999999,356.98133757961773,891.6836921852228,356.981338,352.220833,1,891.683692,56046.07
1340,2019-02-15,85.00993725095415,30298.370000000006,189.3648125,473.00376071425,189.364813,180.231753,1,473.003761,30298.37
1331,2019-02-09,119.9141626699525,49245.05999999999,323.98065789473685,809.2531424384212,323.980658,307.045789,1,809.253142,49245.06
1331,2019-06-14,115.5924696635078,46188.04000000001,292.3293670886075,730.1931556060758,292.329367,285.617261,1,730.193156,46188.04
1331,2019-11-11,75.77517281331352,27329.650000000005,172.97246835443036,432.05824224430376,172.972468,202.163642,1,432.058242,27329.65
1331,2019-10-12,103.47095261852814,37911.65,239.94715189873418,599.3505536873419,239.947152,260.844867,1,599.350554,37911.65
1331,2019-04-12,128.69395015321325,51109.680000000015,319.4355,797.900047062,319.4355,328.633961,1,797.900047,51109.68
1331,2019-07-14,118.00158389168853,41989.97999999999,260.80732919254666,651.4560223796276,260.807329,239.51758,1,651.456022,41989.98
1331,2019-05-12,132.35891222734003,47534.33,291.62165644171773,728.425404813006,291.621656,343.14891,1,728.425405,47534.33
1331,2019-09-13,109.34879284091514,37671.159999999996,229.70219512195123,573.7602498721952,229.702195,281.71625,1,573.76025,37671.16
1331,2019-12-14,51.883452914967215,18270.23,111.40384146341465,278.2694169763415,111.403841,123.59974,1,278.269417,18270.23
1331,2019-08-14,103.60998667622037,37387.530000000006,226.59109090909092,565.9891968807274,226.591091,297.245064,1,565.989197,37387.53
1331,2019-03-11,124.34736602617998,45954.96,276.8371084337349,691.4959102785541,276.837108,284.858378,1,691.49591,45954.96
1320,2023-01-14,,,,,0,404.92319,1,0,0
1320,2020-09-19,101.6638889456426,12206.970000000001,217.9816071428571,544.4840495121427,217.981607,159.841071,1,544.48405,12206.97
1320,2022-06-13,92.79982829842456,61391.39,429.3104195804196,1072.3504556864336,429.31042,372.592727,1,1072.350456,61391.39
1320,2022-05-15,128.46613165729943,58918.840000000004,387.623947368421,968.2241511905263,387.623947,382.213784,1,968.224151,58918.84
1320,2019-03-23,56.40725136255046,22746.28,148.66849673202614,371.35071255111114,148.668497,242.557365,1,371.350713,22746.28
1320,2019-08-12,54.92773114835172,21183.850000000002,138.45653594771238,345.8428275777777,138.456536,279.699869,1,345.842828,21183.85
1320,2019-04-21,66.65628426351248,25907.49,168.23045454545456,420.21343150363646,168.230455,302.176053,1,420.213432,25907.49
1320,2020-02-10,106.11271323565606,39913.53,259.1787662337662,647.3881261644156,259.178766,228.241854,1,647.388126,39913.53
1320,2019-11-09,97.16718832299854,30117.02,195.56506493506495,488.4910240576624,195.565065,334.08474,1,488.491024,30117.02
1320,2019-12-09,104.88060304654937,38500.02,250.00012987012985,624.4613243953247,250.00013,340.410974,1,624.461324,38500.02
1320,2019-05-19,63.34960177828491,22502.710000000003,146.1214935064935,364.98869582623377,146.121494,256.313701,1,364.988696,22502.71
1320,2019-01-26,62.94113217912285,23770.260000000002,154.35233766233765,385.54806051584416,154.352338,229.868,1,385.548061,23770.26
1320,2019-07-15,67.74877277214978,23749.48,153.22245161290326,382.72578142658074,153.222452,260.896536,1,382.725781,23749.48
1320,2019-09-09,82.24438870701982,27132.390000000003,175.0476774193549,437.24179075587114,175.047677,295.637582,1,437.241791,27132.39
1320,2019-02-24,59.1338756666653,24064.85,154.26185897435894,385.32205886794867,154.261859,214.131579,1,385.322059,24064.85
1320,2019-06-17,59.16545173836221,25056.6,160.61923076923077,401.2017818615385,160.619231,280.103356,1,401.201782,25056.6
1320,2020-01-10,106.72991602671814,33644.42,215.66935897435894,538.7084142979487,215.669359,187.740526,1,538.708414,33644.42
1320,2019-10-06,104.88731346435196,40564.71000000001,260.03019230769235,649.5148556746155,260.030192,333.935548,1,649.514856,40564.71
1320,2022-07-16,157.20052235278715,60238.28999999998,374.1508695652175,934.5705046382611,374.15087,312.280175,1,934.570505,60238.29
1320,2023-05-08,202.1579054334841,77008.93,466.72078787878775,1165.7957196783027,466.720788,400.45731,1,1165.79572,77008.93
1320,2022-01-14,177.31400260656844,63613.09999999999,385.5339393939394,963.0036373115153,385.533939,375.445309,1,963.003637,63613.1
1320,2022-02-13,183.48590437952427,65736.23,398.4013939393939,995.1445314431515,398.401394,366.60142,1,995.144531,65736.23
1320,2022-08-14,181.79333361047824,65419.89000000001,396.4841818181818,990.3556346494546,396.484182,327.420828,1,990.355635,65419.89
1320,2022-10-15,183.87827750172968,66852.93,400.31694610778436,999.9292819336525,400.316946,343.901813,1,999.929282,66852.93
1320,2021-12-13,185.30613808742078,63169.25999999999,376.0075,939.2080778300001,376.0075,363.787117,1,939.208078,63169.26
1320,2022-12-12,202.262088699027,72582.11999999998,432.0364285714286,1079.1596008885715,432.036429,407.383253,1,1079.159601,72582.12
1320,2022-03-13,187.7420777135927,63109.55999999998,373.4293491124261,932.7682591043789,373.429349,356.081404,1,932.768259,63109.56
1320,2023-08-13,247.6029701835654,89307.67000000003,528.44775147929,1319.9800453460357,528.447751,439.191264,1,1319.980045,89307.67
1320,2023-07-15,248.34948969579443,89267.90000000001,525.1052941176471,1311.63110828,525.105294,471.291404,1,1311.631108,89267.9
1320,2023-03-11,209.7978780386486,74975.33000000002,441.03135294117646,1101.627518756,441.031353,409.114311,1,1101.627519,74975.33
1320,2022-04-17,177.39015720175698,62265.159999999996,366.2656470588235,914.874448912,366.265647,334.13006,1,914.874449,62265.16
1320,2022-09-16,201.7143535522215,69947.51000000001,411.4559411764706,1027.7527539320001,411.455941,388.033631,1,1027.752754,69947.51
1320,2023-10-28,239.17928429473804,86375.51,508.0912352941178,1269.1326435320004,508.091235,458.455952,1,1269.132644,86375.51
1320,2022-11-13,192.77680252726174,68330.36000000002,401.9432941176471,1003.9916455520001,401.943294,408.143787,1,1003.991646,68330.36
1320,2023-02-12,204.99394317972303,73089.15000000001,427.4219298245614,1067.6333028807019,427.42193,375.606059,1,1067.633303,73089.15
1320,2020-03-09,121.44176852765796,38968.76000000001,226.56255813953487,565.9179264734884,226.562558,201.026316,1,565.917926,38968.76
1320,2023-06-11,242.8517307717804,85377.89,493.5138150289017,1232.7205217870521,493.513815,461.414235,1,1232.720522,85377.89
1320,2023-09-16,257.3302613425358,89721.2,515.6390804597701,1287.985983291954,515.63908,457.305896,1,1287.985983,89721.2
1320,2023-04-10,220.3463108648295,76329.72000000002,438.6765517241379,1095.7455926648274,438.676552,420.160529,1,1095.745593,76329.72
1320,2020-08-15,123.1868276272815,40370.47,230.68840000000003,576.2236358096001,230.6884,193.251065,1,576.223636,40370.47
1320,2021-11-15,183.00557884417327,58733.58000000001,333.7135227272727,833.5643204631817,333.713523,313.987824,1,833.56432,58733.58
1313,2020-11-14,64.83771687632478,7610.65,140.93796296296296,352.0410451592593,140.937963,105.212364,1,352.041045,7610.65
1313,2019-07-20,84.4701426615184,32063.629999999994,213.75753333333333,533.9329720914667,213.757533,204.454408,1,533.932972,32063.63
1313,2019-02-24,82.34314713201861,36838.990000000005,242.36177631578946,605.3819087997368,242.361776,225.803487,1,605.381909,36838.99
1313,2019-10-11,67.91511617026333,28422.67,185.76908496732025,464.0221942711111,185.769085,179.520855,1,464.022194,28422.67
1313,2019-11-11,68.20831132239068,27850.200000000004,180.84545454545454,451.7237335636364,180.845455,170.114968,1,451.723734,27850.2
1313,2019-05-18,86.18263586822351,37491.71000000001,241.882,604.1835024080001,241.882,213.49549,1,604.183502,37491.71
1313,2020-01-11,64.78041264679909,26501.559999999998,170.97780645161285,427.0758879783225,170.977806,169.182614,1,427.075888,26501.56
1313,2019-03-22,74.43903221845677,29521.779999999995,190.46309677419353,475.7471034988387,190.463097,161.421346,1,475.747103,29521.78
1313,2019-09-14,73.45082649445746,29505.880000000005,190.36051612903222,475.4908730498064,190.360516,191.628355,1,475.490873,29505.88
1313,2019-12-09,78.4972819063045,31862.97000000001,205.56754838709676,513.4756673334193,205.567548,208.931677,1,513.475667,31862.97
1313,2019-08-17,79.16297280821223,32228.010000000002,206.5898076923077,516.0291116053846,206.589808,205.097355,1,516.029112,32228.01
1313,2020-02-10,67.5395537727131,28429.309999999998,182.23916666666665,455.20500902333333,182.239167,169.214675,1,455.205009,28429.31
1313,2019-06-22,79.44514839051887,32397.02999999999,207.67326923076922,518.7354295084616,207.673269,199.638092,1,518.73543,32397.03
1313,2019-04-20,75.95912825254443,34906.24,222.33273885350317,555.3524977487898,222.332739,196.321806,1,555.352498,34906.24
1313,2021-03-21,68.12088729919444,22767.749999999996,136.33383233532936,340.5406450958085,136.333832,90.226742,1,340.540645,22767.75
1313,2019-01-26,88.87022921655883,38526.75999999999,229.32595238095234,572.8204541990476,229.325952,200.562012,1,572.820454,38526.76
1313,2020-10-10,76.81427200698351,25772.820000000003,150.71824561403503,376.47066549754373,150.718246,119.673494,1,376.470665,25772.82
1313,2020-12-14,73.74940374261928,24895.230000000003,143.07603448275867,357.3816142765519,143.076034,124.118712,1,357.381614,24895.23
1313,2020-03-09,82.10925921427095,26236.950000000004,146.57513966480448,366.1218331608939,146.57514,134.250663,1,366.121833,26236.95
1313,2020-09-06,82.54548810029029,26498.95,146.40303867403318,365.6919517337018,146.403039,129.657528,1,365.691952,26498.95
1313,2021-01-16,77.62069266483998,23465.96,127.53239130434781,318.55601842521736,127.532391,111.222126,1,318.556018,23465.96
1312,2023-05-22,140.01688974979902,15792.900000000001,250.6809523809524,626.1619128190476,250.680952,178.808103,1,626.161913,15792.9
1312,2023-06-29,75.96010568088673,19411.74,173.31910714285715,432.9240918621429,173.319107,103.098783,1,432.924092,19411.74
1312,2023-07-26,106.01059154261749,24718.039999999997,205.98366666666664,514.5150658813333,205.983667,97.136018,1,514.515066,24718.04
1312,2021-12-12,144.3962001000488,33055.82,275.4651666666667,688.0690137673334,275.465167,176.526504,1,688.069014,33055.82
1312,2022-08-24,108.24778325986603,24720.18,204.29900826446283,510.3070519993389,204.299008,186.789,1,510.307052,24720.18
1312,2023-04-20,133.55964527085035,30664.1,249.3016260162602,622.7165707349595,249.301626,155.503025,1,622.716571,30664.1
1312,2021-11-13,155.98902403746644,33443.47,269.70540322580655,673.6820232151616,269.705403,181.3,1,673.682023,33443.47
